Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
11947-126B3	11947-126B3	Mesoderm, embryo E8.5	Mus musculus	standard whole cell	standard whole cell	11947-126B3.rna	11947-126B3.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.99; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14148	CNhs14148	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch05	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	Mesoderm%2c%20embryo%20E8%2e5.CNhs14148.11947-126B3.mm9.nobarcode.bam
11948-126B4	11948-126B4	Pre-hematopoietic stem cell, aorta-gonad-mesonephros (AGM) region derived, embryo E9.5	Mus musculus	standard whole cell	standard whole cell	11948-126B4.rna	11948-126B4.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.74; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14149	CNhs14149	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch02	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	Pre-hematopoietic%20stem%20cell%2c%20aorta-gonad-mesonephros%20%28AGM%29%20region%20derived%2c%20embryo%20E9%2e5.CNhs14149.11948-126B4.mm9.nobarcode.bam
11950-126B6	11950-126B6	hematopoietic stem cell, placenta derived, embryo E10.5	Mus musculus	standard whole cell	standard whole cell	11950-126B6.rna	11950-126B6.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.41; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14150	CNhs14150	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch24	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20placenta%20derived%2c%20embryo%20E10%2e5.CNhs14150.11950-126B6.mm9.nobarcode.bam
11951-126B7	11951-126B7	hematopoietic stem cell,aorta-gonad-mesonephros (AGM) region derived, embryo E11.5	Mus musculus	standard whole cell	standard whole cell	11951-126B7.rna	11951-126B7.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.62; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14151	CNhs14151	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch21	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2caorta-gonad-mesonephros%20%28AGM%29%20region%20derived%2c%20embryo%20E11%2e5.CNhs14151.11951-126B7.mm9.nobarcode.bam
11952-126B8	11952-126B8	hematopoietic stem cell, placenta derived, embryo E11.5	Mus musculus	standard whole cell	standard whole cell	11952-126B8.rna	11952-126B8.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.88; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14152	CNhs14152	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch18	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20placenta%20derived%2c%20embryo%20E11%2e5.CNhs14152.11952-126B8.mm9.nobarcode.bam
11953-126B9	11953-126B9	hematopoietic stem cell, fetal liver derived, embryo E12.5	Mus musculus	standard whole cell	standard whole cell	11953-126B9.rna	11953-126B9.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.1; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14153	CNhs14153	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20fetal%20liver%20derived%2c%20embryo%20E12%2e5.CNhs14153.11953-126B9.mm9.nobarcode.bam
11954-126C1	11954-126C1	hematopoietic stem cell, fetal liver derived, embryo E14.5	Mus musculus	standard whole cell	standard whole cell	11954-126C1.rna	11954-126C1.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14154	CNhs14154	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch12	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20fetal%20liver%20derived%2c%20embryo%20E14%2e5.CNhs14154.11954-126C1.mm9.nobarcode.bam
11955-126C2	11955-126C2	hematopoietic stem cell, fetal liver derived, embryo E19.5	Mus musculus	standard whole cell	standard whole cell	11955-126C2.rna	11955-126C2.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.03; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14155	CNhs14155	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch09	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20fetal%20liver%20derived%2c%20embryo%20E19%2e5.CNhs14155.11955-126C2.mm9.nobarcode.bam
11957-126C4	11957-126C4	hematopoietic stem cell, bone marrow derived, newborn 2-3months	Mus musculus	standard whole cell	standard whole cell	11957-126C4.rna	11957-126C4.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.15; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14156	CNhs14156	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch06	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20bone%20marrow%20derived%2c%20newborn%202-3months.CNhs14156.11957-126C4.mm9.nobarcode.bam
11958-126C5	11958-126C5	hematopoietic stem cell, bone marrow derived, adult 2years	Mus musculus	standard whole cell	standard whole cell	11958-126C5.rna	11958-126C5.rna	total RNA	comment:Sample category:"FANTOM5 update 25Oct2011, primary cells";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.16; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1176	OP-HELISCOPE-CAGE-v5.0	CNhs14157	CNhs14157	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch03	/sequencedata/heliscope/srf/2011_11_23_GOS034	/sequencedata/heliscope/srf/2011_11_23_GOS034	delve_align	undefined_sex_type	hematopoietic%20stem%20cell%2c%20bone%20marrow%20derived%2c%20adult%202years.CNhs14157.11958-126C5.mm9.nobarcode.bam 
