Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
11308-117C3	11308-117C3	Dendritic Cells - monocyte immature derived, donor2	Homo sapiens	standard whole cell	standard whole cell	11308-117C3.rna	11308-117C3.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; cell lot:"N/A"; cell catalog:"N/A"; RNA lot number:"DC724"; RNA Catalog number:"3H100-70-5"; donor(cell lot):""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	976	OP-HELISCOPE-CAGE-v5.0	CNhs12195	CNhs12195	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch12	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	delve_align	male	Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor2.CNhs12195.11308-117C3.hg19.nobarcode.bam
11309-117C4	11309-117C4	Dendritic Cells - plasmacytoid, donor2	Homo sapiens	standard whole cell	standard whole cell	11309-117C4.rna	11309-117C4.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; cell lot:"N/A"; cell catalog:"N/A"; RNA lot number:"PDC738"; RNA Catalog number:"3H100-72-5"; donor(cell lot):""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	976	OP-HELISCOPE-CAGE-v5.0	CNhs12196	CNhs12196	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch09	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	delve_align	male	Dendritic%20Cells%20-%20plasmacytoid%2c%20donor2.CNhs12196.11309-117C4.hg19.nobarcode.bam
11385-118B8	11385-118B8	Dendritic Cells - plasmacytoid, donor3	Homo sapiens	standard whole cell	standard whole cell	11385-118B8.rna	11385-118B8.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; cell lot:"N/A"; cell catalog:"N/A"; RNA lot number:"PDC739"; RNA Catalog number:"3H100-72-5"; donor(cell lot):""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	976	OP-HELISCOPE-CAGE-v5.0	CNhs12200	CNhs12200	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch19	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	delve_align	female	Dendritic%20Cells%20-%20plasmacytoid%2c%20donor3.CNhs12200.11385-118B8.hg19.nobarcode.bam
11545-120B6	11545-120B6	CD34+ Progenitors, donor1	Homo sapiens	standard whole cell	standard whole cell	11545-120B6.rna	11545-120B6.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; cell lot:"lot:CD34100621"; cell catalog:"N/A"; RNA lot number:""; RNA Catalog number:"3H100-60-5"; donor(cell lot):""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13227	CNhs13227	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch23	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	CD34%2b%20Progenitors%2c%20donor1.CNhs13227.11545-120B6.hg19.nobarcode.bam
11625-122B5	11625-122B5	CD34+ Progenitors, donor2	Homo sapiens	standard whole cell	standard whole cell	11625-122B5.rna	11625-122B5.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"3HBiomedical"; RNA lot number:"lot:c1";RNA Catalog number:"3H100-60-5";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v5.0	976	OP-HELISCOPE-CAGE-v5.0	CNhs12205	CNhs12205	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch04	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	delve_align	undefined_sex_type	CD34%2b%20Progenitors%2c%20donor2.CNhs12205.11625-122B5.hg19.nobarcode.bam
11780-124A7	11780-124A7	CD4+CD25+CD45RA+ naive regulatory T cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11780-124A7.rna	11780-124A7.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; RNA lot number:"1";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.97; A260A230:0.62	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13238	CNhs13238	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	male	CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor1.CNhs13238.11780-124A7.hg19.nobarcode.bam
11786-124B4	11786-124B4	CD4+CD25-CD45RA- memory conventional T cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11786-124B4.rna	11786-124B4.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; RNA lot number:"4";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.95; A260A230:0.56	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13239	CNhs13239	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch12	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	male	CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor1.CNhs13239.11786-124B4.hg19.nobarcode.bam
11790-124B8	11790-124B8	CD14-CD16+ Monocytes, donor1	Homo sapiens	standard whole cell	standard whole cell	11790-124B8.rna	11790-124B8.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; RNA lot number:"9";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.01; A260A230:0.54	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13229	CNhs13229	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch17	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	male	CD14-CD16%2b%20Monocytes%2c%20donor1.CNhs13229.11790-124B8.hg19.nobarcode.bam
11796-124C5	11796-124C5	CD4+CD25+CD45RA+ naive regulatory T cells, donor2	Homo sapiens	standard whole cell	standard whole cell	11796-124C5.rna	11796-124C5.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; RNA lot number:"21";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.94; A260A230:0.47	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13235	CNhs13235	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch24	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	male	CD4%2bCD25%2bCD45RA%2b%20naive%20regulatory%20T%20cells%2c%20donor2.CNhs13235.11796-124C5.hg19.nobarcode.bam
11798-124C7	11798-124C7	CD4+CD25-CD45RA- memory conventional T cells, donor2	Homo sapiens	standard whole cell	standard whole cell	11798-124C7.rna	11798-124C7.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; RNA lot number:"25";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.98; A260A230:1.58	OP-HELISCOPE-CAGE-v5.0	1006	OP-HELISCOPE-CAGE-v5.0	CNhs13237	CNhs13237	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch18	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_17_R2_30Q_1100FOV	delve_align	male	CD4%2bCD25-CD45RA-%20memory%20conventional%20T%20cells%2c%20donor2.CNhs13237.11798-124C7.hg19.nobarcode.bam
