Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
14298-155B5	14298-155B5	acute myeloid leukemia (FAB M5) cell line:THP-1 (cytoplasmic fraction)	Homo sapiens	standard cytoplasmic	standard cytoplasmic	14298-155B5.rna	14298-155B5.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"cytoplasmic RNA"; rna_sample_type:total RNA; extract_method:standard cytoplasmic; RIN:NULL; A260A280:2.08; A260A230:2.07	OP-HELISCOPE-CAGE-v4.0	1334	OP-HELISCOPE-CAGE-v4.0	CNhs14556	CNhs14556	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch05	/sequencedata/heliscope/srf/2012_3_16_GOS044	/sequencedata/heliscope/srf/2012_3_16_GOS044	delve_align	male	acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28cytoplasmic%20fraction%29.CNhs14556.14298-155B5.hg19.nobarcode.bam
14301-155B8	14301-155B8	Fibroblast - skin, normal donor2 (cytoplasmic fraction)	Homo sapiens	standard cytoplasmic	standard cytoplasmic	14301-155B8.rna	14301-155B8.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"cytoplasmic RNA"; rna_sample_type:total RNA; extract_method:standard cytoplasmic; RIN:NULL; A260A280:2.1; A260A230:2.01	OP-HELISCOPE-CAGE-v4.0	1334	OP-HELISCOPE-CAGE-v4.0	CNhs14561	CNhs14561	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2012_3_16_GOS044	/sequencedata/heliscope/srf/2012_3_16_GOS044	delve_align	male	Fibroblast%20-%20skin%2c%20normal%20donor2%20%28cytoplasmic%20fraction%29.CNhs14561.14301-155B8.hg19.nobarcode.bam
14302-155B9	14302-155B9	Fibroblast - skin normal, donor2 (nuclear fraction)	Homo sapiens	standard nuclear	standard nuclear	14302-155B9.rna	14302-155B9.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"nuclear RNA"; rna_sample_type:total RNA; extract_method:standard nuclear; RIN:NULL; A260A280:2.04; A260A230:2.04	OP-HELISCOPE-CAGE-v3.12	912	OP-HELISCOPE-CAGE-v3.12	CNhs12582	CNhs12582	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch22	/sequencedata/heliscope/srf/2011_5_10_RikenRun18	/sequencedata/heliscope/srf/2011_5_10_RikenRun18	delve_align	male	Fibroblast%20-%20skin%20normal%2c%20donor2%20%28nuclear%20fraction%29.CNhs12582.14302-155B9.hg19.nobarcode.bam
14305-155C3	14305-155C3	Fibroblast - skin spinal muscular atrophy, donor3 (nuclear fraction)	Homo sapiens	standard nuclear	standard nuclear	14305-155C3.rna	14305-155C3.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"nuclear RNA"; rna_sample_type:total RNA; extract_method:standard nuclear; RIN:NULL; A260A280:2.13; A260A230:1.95	OP-HELISCOPE-CAGE-v4.0	914	OP-HELISCOPE-CAGE-v4.0	CNhs12398	CNhs12398	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch24	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	delve_align	male	Fibroblast%20-%20skin%20spinal%20muscular%20atrophy%2c%20donor3%20%28nuclear%20fraction%29.CNhs12398.14305-155C3.hg19.nobarcode.bam
14308-155C6	14308-155C6	Fibroblast - skin dystrophia myotonica, donor3 (nuclear fraction)	Homo sapiens	standard nuclear	standard nuclear	14308-155C6.rna	14308-155C6.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"nuclear RNA"; rna_sample_type:total RNA; extract_method:standard nuclear; RIN:NULL; A260A280:2.12; A260A230:2.15	OP-HELISCOPE-CAGE-v4.0	914	OP-HELISCOPE-CAGE-v4.0	CNhs12399	CNhs12399	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch21	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	delve_align	male	Fibroblast%20-%20skin%20dystrophia%20myotonica%2c%20donor3%20%28nuclear%20fraction%29.CNhs12399.14308-155C6.hg19.nobarcode.bam
14310-155C8	14310-155C8	Fibroblast - Aortic Adventitial donor3 (cytoplasmic fraction)	Homo sapiens	standard cytoplasmic	standard cytoplasmic	14310-155C8.rna	14310-155C8.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"cytoplasmic RNA"; rna_sample_type:total RNA; extract_method:standard cytoplasmic; RIN:NULL; A260A280:2.07; A260A230:2.07	OP-HELISCOPE-CAGE-v4.0	1334	OP-HELISCOPE-CAGE-v4.0	CNhs14559	CNhs14559	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch21	/sequencedata/heliscope/srf/2012_3_16_GOS044	/sequencedata/heliscope/srf/2012_3_16_GOS044	delve_align	female	Fibroblast%20-%20Aortic%20Adventitial%20donor3%20%28cytoplasmic%20fraction%29.CNhs14559.14310-155C8.hg19.nobarcode.bam
14311-155C9	14311-155C9	Fibroblast - Aortic Adventitial, donor3 (nuclear fraction)	Homo sapiens	standard nuclear	standard nuclear	14311-155C9.rna	14311-155C9.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"nuclear RNA"; rna_sample_type:total RNA; extract_method:standard nuclear; RIN:NULL; A260A280:2.11; A260A230:2.15	OP-HELISCOPE-CAGE-v4.0	914	OP-HELISCOPE-CAGE-v4.0	CNhs12400	CNhs12400	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch18	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	delve_align	female	Fibroblast%20-%20Aortic%20Adventitial%2c%20donor3%20%28nuclear%20fraction%29.CNhs12400.14311-155C9.hg19.nobarcode.bam
14313-155D2	14313-155D2	Smooth Muscle Cells - Aortic, donor0 (cytoplasmic fraction)	Homo sapiens	standard cytoplasmic	standard cytoplasmic	14313-155D2.rna	14313-155D2.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"cytoplasmic RNA"; rna_sample_type:total RNA; extract_method:standard cytoplasmic; RIN:NULL; A260A280:2.06; A260A230:1.83	OP-HELISCOPE-CAGE-v4.0	914	OP-HELISCOPE-CAGE-v4.0	CNhs12401	CNhs12401	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	delve_align	male	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28cytoplasmic%20fraction%29.CNhs12401.14313-155D2.hg19.nobarcode.bam
14314-155D3	14314-155D3	Smooth Muscle Cells - Aortic, donor0 (nuclear fraction)	Homo sapiens	standard nuclear	standard nuclear	14314-155D3.rna	14314-155D3.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"nuclear RNA"; rna_sample_type:total RNA; extract_method:standard nuclear; RIN:NULL; A260A280:2.09; A260A230:2.15	OP-HELISCOPE-CAGE-v4.0	914	OP-HELISCOPE-CAGE-v4.0	CNhs12402	CNhs12402	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch12	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	/sequencedata/heliscope/srf/2011_2_25_RikenRun10_1100FOV	delve_align	male	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28nuclear%20fraction%29.CNhs12402.14314-155D3.hg19.nobarcode.bam
14316-155D5	14316-155D5	Small Airway Epithelial Cells donor3 (cytoplasmic fraction)	Homo sapiens	standard cytoplasmic	standard cytoplasmic	14316-155D5.rna	14316-155D5.rna	total RNA	comment:Sample category:"FANTOM5 update January1"; extract type:"cytoplasmic RNA"; rna_sample_type:total RNA; extract_method:standard cytoplasmic; RIN:NULL; A260A280:2.08; A260A230:2.14	OP-HELISCOPE-CAGE-v4.0	1334	OP-HELISCOPE-CAGE-v4.0	CNhs14563	CNhs14563	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch09	/sequencedata/heliscope/srf/2012_3_16_GOS044	/sequencedata/heliscope/srf/2012_3_16_GOS044	delve_align	male	Small%20Airway%20Epithelial%20Cells%20donor3%20%28cytoplasmic%20fraction%29.CNhs14563.14316-155D5.hg19.nobarcode.bam
