Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
12260-130A1	12260-130A1	Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep1 (MM XIX - 1)	Homo sapiens	standard whole cell	standard whole cell	12260-130A1.rna	12260-130A1.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.95; A260A230:2.07	OP-HELISCOPE-CAGE-v3.12	835	OP-HELISCOPE-CAGE-v3.12	CNhs11936	CNhs11936	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch19	/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_07_R4_30Q_1100FOV	delve_align	undefined_sex_type	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr00min%2c%20biol_rep1%20%28MM%20XIX%20-%201%29.CNhs11936.12260-130A1.hg19.nobarcode.bam
12261-130A2	12261-130A2	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep1 (MM XIX - 2)	Homo sapiens	standard whole cell	standard whole cell	12261-130A2.rna	12261-130A2.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.92; A260A230:1.88	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13100	CNhs13100	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch23	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr15min%2c%20biol_rep1%20%28MM%20XIX%20-%202%29.CNhs13100.12261-130A2.hg19.nobarcode.bam
12262-130A3	12262-130A3	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep1 (MM XIX - 3)	Homo sapiens	standard whole cell	standard whole cell	12262-130A3.rna	12262-130A3.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.93; A260A230:2.16	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13101	CNhs13101	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch20	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr30min%2c%20biol_rep1%20%28MM%20XIX%20-%203%29.CNhs13101.12262-130A3.hg19.nobarcode.bam
12263-130A4	12263-130A4	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep1 (MM XIX - 4)	Homo sapiens	standard whole cell	standard whole cell	12263-130A4.rna	12263-130A4.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.95; A260A230:1.82	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13102	CNhs13102	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch17	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2000hr45min%2c%20biol_rep1%20%28MM%20XIX%20-%204%29.CNhs13102.12263-130A4.hg19.nobarcode.bam
12264-130A5	12264-130A5	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep1 (MM XIX - 5)	Homo sapiens	standard whole cell	standard whole cell	12264-130A5.rna	12264-130A5.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.96; A260A230:2.01	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13103	CNhs13103	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch14	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2001hr00min%2c%20biol_rep1%20%28MM%20XIX%20-%205%29.CNhs13103.12264-130A5.hg19.nobarcode.bam
12265-130A6	12265-130A6	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep1 (MM XIX - 6)	Homo sapiens	standard whole cell	standard whole cell	12265-130A6.rna	12265-130A6.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.93; A260A230:2.12	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13104	CNhs13104	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch11	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2001hr20min%2c%20biol_rep1%20%28MM%20XIX%20-%206%29.CNhs13104.12265-130A6.hg19.nobarcode.bam
12266-130A7	12266-130A7	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep1 (MM XIX - 7)	Homo sapiens	standard whole cell	standard whole cell	12266-130A7.rna	12266-130A7.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.98; A260A230:2.1	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13105	CNhs13105	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch08	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2001hr40min%2c%20biol_rep1%20%28MM%20XIX%20-%207%29.CNhs13105.12266-130A7.hg19.nobarcode.bam
12267-130A8	12267-130A8	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep1 (MM XIX - 8)	Homo sapiens	standard whole cell	standard whole cell	12267-130A8.rna	12267-130A8.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.9; A260A230:2.24	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13106	CNhs13106	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch05	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2002hr00min%2c%20biol_rep1%20%28MM%20XIX%20-%208%29.CNhs13106.12267-130A8.hg19.nobarcode.bam
12268-130A9	12268-130A9	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep1 (MM XIX - 9)	Homo sapiens	standard whole cell	standard whole cell	12268-130A9.rna	12268-130A9.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.93; A260A230:2.14	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13107	CNhs13107	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch02	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2002hr30min%2c%20biol_rep1%20%28MM%20XIX%20-%209%29.CNhs13107.12268-130A9.hg19.nobarcode.bam
12269-130B1	12269-130B1	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep1 (MM XIX - 10)	Homo sapiens	standard whole cell	standard whole cell	12269-130B1.rna	12269-130B1.rna	total RNA	comment:Sample category:"FANTOM5 timecourse"; donor(cell lot):"rep1"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.93; A260A230:2.04	OP-HELISCOPE-CAGE-v4.0	1001	OP-HELISCOPE-CAGE-v4.0	CNhs13108	CNhs13108	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch24	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_07_04_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Lymphatic%20Endothelial%20cells%20response%20to%20VEGFC%2c%2003hr00min%2c%20biol_rep1%20%28MM%20XIX%20-%2010%29.CNhs13108.12269-130B1.hg19.nobarcode.bam
